,numero_uai,appellation_officielle,denomination_principale,patronyme_uai,secteur_public_prive_libe,adresse_uai,lieu_dit_uai,boite_postale_uai,code_postal_uai,localite_acheminement_uai,libelle_commune,coordonnee_x,coordonnee_y,epsg,latitude,longitude,appariement,localisation,nature_uai,nature_uai_libe,etat_etablissement,etat_etablissement_libe,code_departement,code_region,code_academie,code_commune,libelle_departement,libelle_region,libelle_academie,position,secteur_prive_code_type_contrat,secteur_prive_libelle_type_contrat,code_ministere,libelle_ministere,date_ouverture
54014,0752804R,E.P.PR MERKAZ OHR JOSEPH 29 bis rue de Thionville,ECOLE PRIMAIRE PRIVEE,MERKAZ OHR JOSEPH,Privé,29 bis rue de Thionville,,,75019,PARIS,Paris 19e  Arrondissement,654953.9,6865763.1,EPSG:2154,48.89030230065301,2.385669735353628,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8903023007,2.38566973535",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1979-07-15
54016,0754934F,E.P.PR MONTESSORI KIDS 28 rue du Fer à Moulin,ECOLE PRIMAIRE PRIVEE,MONTESSORI KIDS,Privé,28 rue du Fer à Moulin,,,75005,PARIS,Paris  5e  Arrondissement,652538.8,6860078.3,EPSG:2154,48.839006290223224,2.3533693622678817,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8390062902,2.35336936227",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,1998-09-01
54018,0755780A,Section d'enseignement général et professionnel adapté du collège La rose blanche,SEGPA,COLLEGE LA ROSE BLANCHE,Public,34 rue Marie-Georges Picquart,,,75017,PARIS,Paris 17e  Arrondissement,649406.8,6865699.4,EPSG:2154,48.88931747736954,2.310030656050152,Correcte,Numéro de rue,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8893174774,2.31003065605",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2015-09-01
55183,0752834Y,E.M.PU AUBERVILLIERS 132 rue d'Aubervilliers,ECOLE MATERNELLE PUBLIQUE,AUBERVILLIERS,Public,132 rue d'Aubervilliers,,,75019,PARIS,Paris 19e  Arrondissement,653750.0,6865968.8,EPSG:2154,48.892066730971926,2.3692294533583773,Correcte,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.892066731,2.36922945336",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1980-09-01
55221,0752911G,Collège privé Saint Pierre Fourier,COLLEGE PRIVE,E. NAPOLEON ST PIERRE FOURIER,Privé,13 rue de Prague,,,75012,PARIS,Paris 12e  Arrondissement,654196.7,6861256.0,EPSG:2154,48.84971734370953,2.3758294754367797,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8497173437,2.37582947544",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1980-09-01
55223,0752918P,Collège privé Notre-Dame des Oiseaux,COLLEGE PRIVE,NOTRE-DAME DES OISEAUX,Privé,12 rue Michel Ange,,,75016,PARIS,Paris 16e  Arrondissement,645911.9,6860995.1,EPSG:2154,48.84672889059724,2.26297012558929,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8467288906,2.26297012559",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1980-09-01
55225,0753845X,Cours Montaigne (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,MONTAIGNE,Privé,1 rue Dupin,,,75006,PARIS,Paris  6e  Arrondissement,650456.3,6861352.3,EPSG:2154,48.85030661014409,2.3248494834683093,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75106,Paris,Ile-de-France,Paris,"48.8503066101,2.32484948347",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,1968-02-20
55227,0753978S,Collège privé Saint Ambroise,COLLEGE PRIVE,SAINT-AMBROISE,Privé,11 passage Saint Ambroise,,,75011,PARIS,Paris 11e  Arrondissement,654294.9,6862811.4,EPSG:2154,48.863711917590045,2.3770003833651594,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8637119176,2.37700038337",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1968-02-23
55229,0756099X,Lycée Technique privée Sup Santé,ECOLE TECHNOLOGIQUE PRIVEE,SUP SANTE,Privé,23 rue Cortambert,,,75016,PARIS,Paris 16e  Arrondissement,647185.0,6862667.3,EPSG:2154,48.86187234861871,2.280109279077516,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8618723486,2.28010927908",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2020-09-01
62358,0750132L,E.P.PR NOTRE-DAME-SAINT-ROCH 37 rue Saint Roch,ECOLE PRIMAIRE PRIVEE,NOTRE-DAME-SAINT-ROCH,Privé,37 rue Saint Roch,,,75001,PARIS,Paris  1er Arrondissement,651048.7,6863109.3,EPSG:2154,48.866152370420046,2.3327196226901643,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75101,Paris,Ile-de-France,Paris,"48.8661523704,2.33271962269",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-10
62359,0750153J,E.P.PR SAINT-VICTOR 35 rue Jussieu,ECOLE PRIMAIRE PRIVEE,SAINT-VICTOR,Privé,35 rue Jussieu,,,75005,PARIS,Paris  5e  Arrondissement,652559.3,6860968.4,EPSG:2154,48.84701248451174,2.3535493702052652,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8470124845,2.35354937021",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-10
62360,0750161T,E.P.PR SAINTE-GENEVIEVE 64 rue d'Assas,ECOLE PRIMAIRE PRIVEE,SAINTE-GENEVIEVE,Privé,64 rue d'Assas,,,75006,PARIS,Paris  6e  Arrondissement,650930.5,6860847.0,EPSG:2154,48.845798758291295,2.331369580122871,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75106,Paris,Ile-de-France,Paris,"48.8457987583,2.33136958012",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-10
62361,0750171D,E.E.PR L'ALMA 12 avenue Bosquet,ECOLE ELEMENTAIRE PRIVEE,L'ALMA,Privé,12 avenue Bosquet,,,75007,PARIS,Paris  7e  Arrondissement,648833.5,6862479.3,EPSG:2154,48.86031474695041,2.3026004735508883,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75107,Paris,Ile-de-France,Paris,"48.860314747,2.30260047355",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
62362,0750204P,E.M.PR LE PETIT COURS DU ROCHER 53 rue du Rocher,ECOLE MATERNELLE PRIVEE,LE PETIT COURS DU ROCHER,Privé,53 rue du Rocher,,,75008,PARIS,Paris  8e  Arrondissement,650073.3,6864501.7,EPSG:2154,48.87859900601582,2.3192604672116235,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75108,Paris,Ile-de-France,Paris,"48.878599006,2.31926046721",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-13
62363,0750212Y,E.P.PR BOSSUET-NOTRE-DAME 56 rue d'Hauteville,ECOLE PRIMAIRE PRIVEE,BOSSUET-NOTRE-DAME,Privé,56 rue d'Hauteville,,,75010,PARIS,Paris 10e  Arrondissement,652378.2,6864012.5,EPSG:2154,48.87437432704682,2.350740662183424,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.874374327,2.35074066218",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
62364,0750227P,E.P.PR SAINT-AMBROISE 11 passage Saint Ambroise,ECOLE PRIMAIRE PRIVEE,SAINT-AMBROISE,Privé,11 passage Saint Ambroise,,,75011,PARIS,Paris 11e  Arrondissement,654294.9,6862811.4,EPSG:2154,48.863711917590045,2.3770003833651594,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8637119176,2.37700038337",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
62365,0750259Z,E.P.PR LA BRUYERE-SAINTE-ISABELLE 70 rue de l'Abbé Carton,ECOLE PRIMAIRE PRIVEE,LA BRUYERE-SAINTE-ISABELLE,Privé,70 rue de l'Abbé Carton,,,75014,PARIS,Paris 14e  Arrondissement,650033.8,6858899.8,EPSG:2154,48.82821861502534,2.319380269638485,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.828218615,2.31938026964",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-15
62366,0750338K,E.P.PR SAINTE-MARIE 8 rue Championnet,ECOLE PRIMAIRE PRIVEE,SAINTE-MARIE,Privé,8 rue Championnet,,,75018,PARIS,Paris 18e  Arrondissement,652473.5,6866339.4,EPSG:2154,48.89530642502738,2.3517794665298064,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.895306425,2.35177946653",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-17
62367,0750341N,E.P.PR LE SACRE-COEUR 7 rue Jean Cottin,ECOLE PRIMAIRE PRIVEE,LE SACRE-COEUR,Privé,7 rue Jean Cottin,,,75018,PARIS,Paris 18e  Arrondissement,653185.5,6866160.3,EPSG:2154,48.893748018244544,2.3615098586782888,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8937480182,2.36150985868",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-17
62368,0750407K,Collège Rognoni,COLLEGE,ROGNONI,Public,24 rue du Cardinal Lemoine,,,75005,PARIS,Paris  5e  Arrondissement,652539.9,6861108.0,EPSG:2154,48.84826647587239,2.35326944812513,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8482664759,2.35326944813",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62369,0750523L,Section d'enseignement professionnelle du lycee polyvalent Boulle,SECTION ENSEIGNT PROFESSIONNEL,LPO BOULLE,Public,9 rue Pierre Bourdan,,,75012,PARIS,Paris 12e  Arrondissement,655344.1,6860917.5,EPSG:2154,48.84675375468506,2.391500239020673,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8467537547,2.39150023902",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62370,0750558Z,Lycée polyvalent Paul Poiret,LYCEE POLYVALENT,PAUL POIRET,Public,19 rue des Taillandiers,,,75011,PARIS,Paris 11e  Arrondissement,654141.6,6861794.8,EPSG:2154,48.85455883313548,2.3750205357353864,Parfaite,Numéro de rue,306,LYCEE POLYVALENT,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8545588331,2.37502053574",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62371,0750588G,Lycée professionnel René Cassin - Lycée des métiers de la communication de la gestion et du management d'entreprise,LP LYCEE DES METIERS,RENE CASSIN,Public,185 avenue de Versailles,,,75016,PARIS,Paris 16e  Arrondissement,645967.9,6860234.7,EPSG:2154,48.839895368357524,2.263829762177733,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8398953684,2.26382976218",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62372,0750597S,E.P.PR NOTRE-DAME DE LOURDES 16 rue Taclet,ECOLE PRIMAIRE PRIVEE,NOTRE-DAME DE LOURDES,Privé,16 rue Taclet,,,75020,PARIS,Paris 20e  Arrondissement,655832.5,6863661.7,EPSG:2154,48.871465807968775,2.3978699798877963,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.871465808,2.39786997989",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-20
62373,0750599U,E.E.PR SAINT-GERMAIN DE CHARONNE 3 rue des Prairies,ECOLE ELEMENTAIRE PRIVEE,SAINT-GERMAIN DE CHARONNE,Privé,3 rue des Prairies,,,75020,PARIS,Paris 20e  Arrondissement,656327.7,6862504.5,EPSG:2154,48.861093021934494,2.404739647675447,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8610930219,2.40473964768",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,1969-01-20
62374,0750608D,Collège Anne Frank,COLLEGE,ANNE FRANK,Public,38 rue Trousseau,,,75011,PARIS,Paris 11e  Arrondissement,654433.5,6861498.7,EPSG:2154,48.85191672948087,2.3790302533491494,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8519167295,2.37903025335",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1969-04-03
62375,0750610F,Collège Jules Verne,COLLEGE,JULES VERNE,Public,20 rue de la Brèche aux Loups,,,75012,PARIS,Paris 12e  Arrondissement,655532.2,6859891.9,EPSG:2154,48.83754347985947,2.394170487820485,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8375434799,2.39417048782",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1969-04-03
62376,0750650Z,Lycée polyvalent d'Alembert - Lycée des métiers de la mode,LPO LYCEE DES METIERS,D'ALEMBERT,Public,22 sente des Dorées,,,75019,PARIS,Paris 19e  Arrondissement,655522.6,6865529.8,EPSG:2154,48.888243846725814,2.39344969202498,Parfaite,Numéro de rue,306,LYCEE POLYVALENT,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8882438467,2.39344969202",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62377,0750653C,Lycée général et technologique Sophie Germain,LYCEE GENERAL ET TECHNOLOGIQUE,SOPHIE GERMAIN,Public,9 rue de Jouy,,,75004,PARIS,Paris  4e  Arrondissement,652906.9,6861838.2,EPSG:2154,48.85486005760158,2.3581893975961794,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75104,Paris,Ile-de-France,Paris,"48.8548600576,2.3581893976",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62378,0750655E,Lycée général Louis Le Grand,LYCEE GENERAL,LOUIS LE GRAND,Public,123 rue Saint-Jacques,,,75005,PARIS,Paris  5e  Arrondissement,651871.8,6861084.6,EPSG:2154,48.84800648364869,2.3441684293976905,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8480064836,2.3441684294",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62379,0750656F,Lycée général Lavoisier,LYCEE GENERAL,LAVOISIER,Public,17 rue Henri Barbusse,,,75005,PARIS,Paris  5e  Arrondissement,651508.6,6860460.0,EPSG:2154,48.84236223310233,2.33929063473564,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8423622331,2.33929063474",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62380,0750657G,Lycée général Montaigne,LYCEE GENERAL,MONTAIGNE,Public,17 rue Auguste Comte,,,75006,PARIS,Paris  6e  Arrondissement,651279.1,6860664.6,EPSG:2154,48.84418489001065,2.336140341067821,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75106,Paris,Ile-de-France,Paris,"48.84418489,2.33614034107",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62381,0750668U,Lycée général Jacques Decour,LYCEE GENERAL,JACQUES DECOUR,Public,12 avenue Trudaine,,,75009,PARIS,Paris  9e  Arrondissement,651847.1,6864807.4,EPSG:2154,48.881483153699634,2.3434100450607485,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8814831537,2.34341004506",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62382,0750669V,Lycée général Jules Ferry,LYCEE GENERAL,JULES FERRY,Public,77 boulevard de Clichy,,,75009,PARIS,Paris  9e  Arrondissement,650799.4,6865103.7,EPSG:2154,48.884068485264365,2.3290904612141152,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8840684853,2.32909046121",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62383,0750670W,Lycée général Lamartine,LYCEE GENERAL,LAMARTINE,Public,121 rue du Faubourg Poissonière,,,75009,PARIS,Paris  9e  Arrondissement,652260.7,6864457.7,EPSG:2154,48.87836919707532,2.3490887465768537,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.8783691971,2.34908874658",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62384,0750674A,Lycée technologique Jules Siegfried,LYCEE TECHNOLOGIQUE,JULES SIEGFRIED,Public,12 rue d'Abbeville,,,75010,PARIS,Paris 10e  Arrondissement,652325.9,6864524.8,EPSG:2154,48.87897743897865,2.3499701578086483,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.878977439,2.34997015781",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62385,0750683K,Lycée général Claude Monet,LYCEE GENERAL,CLAUDE MONET,Public,1 rue du Docteur Magnan,,,75013,PARIS,Paris 13e  Arrondissement,653186.8,6858786.3,EPSG:2154,48.82743459693139,2.3623397380279245,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8274345969,2.36233973803",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62386,0750686N,Ecole Estienne Ecole supérieure des Arts et Industries Graphiques,LYCEE TECHNOLOGIQUE,ESTIENNE ESAIG,Public,18 boulevard Auguste Blanqui,,,75013,PARIS,Paris 13e  Arrondissement,652461.6,6859163.4,EPSG:2154,48.830772829626454,2.352419829620468,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8307728296,2.35241982962",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62387,0750689S,Lycée général Paul Bert,LYCEE GENERAL,PAUL BERT,Public,7 rue Huyghens,,,75014,PARIS,Paris 14e  Arrondissement,650738.7,6860297.3,EPSG:2154,48.84084067645433,2.3288198682655965,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75114,Paris,Ile-de-France,Paris,"48.8408406765,2.32881986827",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62388,0750693W,Lycée général Buffon,LYCEE GENERAL,BUFFON,Public,16 boulevard Pasteur,,,75015,PARIS,Paris 15e  Arrondissement,649485.5,6860599.1,EPSG:2154,48.84345774318633,2.3117101596404237,Parfaite,Numéro de rue,302,LYCEE D ENSEIGNEMENT GENERAL,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8434577432,2.31171015964",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62389,0750700D,Lycée général et technologique Jean-Baptiste Say,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-BAPTISTE SAY,Public,11 bis rue d'Auteuil,,,75016,PARIS,Paris 16e  Arrondissement,646234.6,6861049.2,EPSG:2154,48.84724241357903,2.2673602946427573,Parfaite,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8472424136,2.26736029464",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62390,0750705J,Lycée général et technologique Honoré de Balzac,LYCEE GENERAL ET TECHNOLOGIQUE,HONORE DE BALZAC,Public,118 boulevard Bessières,,,75849,PARIS CEDEX 17,Paris 17e  Arrondissement,649796.7,6866354.5,EPSG:2154,48.89523903637971,2.3152702151488693,Moyenne,Numéro de rue,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8952390364,2.31527021515",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62391,0750710P,Lycée technologique Auguste Renoir - Lycée des métiers de la photographie et de l'image,LT LYCEE DES METIERS,AUGUSTE RENOIR,Public,24 rue Ganneron,,,75018,PARIS,Paris 18e  Arrondissement,650732.4,6865417.3,EPSG:2154,48.88688345696886,2.3281404949039985,Parfaite,Numéro de rue,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.886883457,2.3281404949",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62392,0750784V,Lycée professionnel Métiers de l'Ameublement,LYCEE PROFESSIONNEL,METIERS DE L'AMEUBLEMENT,Public,9 rue Pierre Bourdan,,,75012,PARIS,Paris 12e  Arrondissement,655344.1,6860917.5,EPSG:2154,48.84675375468506,2.391500239020673,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8467537547,2.39150023902",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62393,0750802P,"Lycée professionnel Hector Guimard - Lycée des métiers du batiment, de l'artisanat et du patrimoine bâti",LP LYCEE DES METIERS,HECTOR GUIMARD,Public,19 rue Curial,,,75019,PARIS,Paris 19e  Arrondissement,653993.7,6865998.3,EPSG:2154,48.892349474200856,2.372549765512808,Parfaite,Numéro de rue,320,LYCEE PROFESSIONNEL,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8923494742,2.37254976551",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62394,0750823M,E.E.PU BAUDRICOURT EA 53 rue Baudricourt,ECOLE ELEMENTAIRE PUBLIQUE,BAUDRICOURT EA,Public,53 rue Baudricourt,,,75013,PARIS,Paris 13e  Arrondissement,653253.0,6858618.2,EPSG:2154,48.82592765155079,2.3632598978779327,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8259276516,2.36325989788",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62395,0750824N,E.P.PU BELLES FEUILLES 3 impasse des Belles Feuilles,ECOLE PRIMAIRE PUBLIQUE,BELLES FEUILLES,Public,3 impasse des Belles Feuilles,,,75016,PARIS,Paris 16e  Arrondissement,647241.3,6863441.5,EPSG:2154,48.868839160754746,2.2807805143553987,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8688391608,2.28078051436",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62396,0750840F,E.E.PU BOUVINES 4 avenue de Bouvines,ECOLE ELEMENTAIRE PUBLIQUE,BOUVINES,Public,4 avenue de Bouvines,,,75011,PARIS,Paris 11e  Arrondissement,655713.6,6861258.9,EPSG:2154,48.84984947108664,2.3964994475319616,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75111,Paris,Ile-de-France,Paris,"48.8498494711,2.39649944753",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62397,0750843J,E.E.PU BRUXELLES J 32 rue de Bruxelles,ECOLE ELEMENTAIRE PUBLIQUE,BRUXELLES J,Public,32 rue de Bruxelles,,,75009,PARIS,Paris  9e  Arrondissement,650774.1,6864983.4,EPSG:2154,48.882984734033855,2.3287594264123546,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75109,Paris,Ile-de-France,Paris,"48.882984734,2.32875942641",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
62398,0750848P,E.E.PU CHARENTON 51 rue de Charenton,ECOLE ELEMENTAIRE PUBLIQUE,CHARENTON,Public,51 rue de Charenton,,,75012,PARIS,Paris 12e  Arrondissement,653965.3,6861409.5,EPSG:2154,48.85108127416005,2.3726596563836257,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8510812742,2.37265965638",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1965-05-01
