Nombre_delits_crimes_2019,piece,Vetements_accessoires,arrondissement,services,loisirs,Commerces_automobile,Mobilier_electromenager,1946-1970,1946-1970,1971-1990,1971-1990,Apres 1990,Apres 1990,Avant 1946,Avant 1946,code_grand_quartier,meublé,non meublé,polar_coords1,polar_coords2,ref
5428,2,83,4,29,38,6,16,0,0,0,0,1,1,0,0,7510415,1,0,0.022329542530343464,-0.506505356231451,30.2
13879,3,2,14,15,6,0,2,1,1,0,0,0,0,0,0,7511454,1,0,0.03876798634491023,1.348510898169314,21.4
19856,1,41,19,51,14,12,16,0,0,0,0,1,1,0,0,7511975,1,0,0.053305879132159666,0.3899946029286863,26.1
15167,2,187,10,106,33,21,29,0,0,0,0,1,1,0,0,7511037,1,0,0.021670423696255475,0.9836087971066798,28.3
7169,1,194,7,56,84,0,217,0,0,0,0,0,0,1,1,7510725,0,1,0.02097740006553859,0.36105291208426493,31.7
5350,3,156,2,31,29,2,26,0,0,0,0,1,1,0,0,7510208,1,0,0.007335478692445038,0.7572738013038912,26.0
18770,2,209,17,104,49,62,72,0,0,0,0,1,1,0,0,7511765,1,0,0.05891330536171602,-0.34006327359121336,27.1
5350,1,93,2,30,12,3,16,0,0,0,0,1,1,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,28.4
5350,1,45,2,23,55,4,11,0,0,0,0,0,0,1,1,7510206,1,0,0.008892602048576588,-0.9196136595002139,35.1
20898,4,198,8,34,3,7,6,0,0,0,0,1,1,0,0,7510829,0,1,0.03834791115570099,-0.16501578657760615,26.2
24474,3,196,18,117,81,29,51,0,0,0,0,0,0,1,1,7511869,0,1,0.03175521763014732,-1.2021980220756778,21.6
7169,4,13,7,21,4,5,8,0,0,0,0,1,1,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,33.8
7169,1,194,7,56,84,0,217,0,0,0,0,1,1,0,0,7510725,0,1,0.02097740006553859,0.36105291208426493,35.0
19856,1,41,19,51,14,12,16,0,0,0,0,0,0,1,1,7511975,1,0,0.053305879132159666,0.3899946029286863,29.4
8378,3,80,3,27,56,8,17,0,0,0,0,1,1,0,0,7510309,1,0,0.012944494651200658,0.3382798917020086,26.0
8477,1,42,5,62,49,4,26,0,0,0,0,0,0,1,1,7510517,1,0,0.017639857076606928,-0.937066607169339,35.1
19856,2,84,19,66,13,11,28,0,0,0,0,1,1,0,0,7511973,0,1,0.038590398049620556,0.6758331820717092,21.0
7169,1,13,7,21,4,5,8,1,1,0,0,0,0,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,35.3
15167,3,124,10,78,35,11,25,1,1,0,0,0,0,0,0,7511039,1,0,0.01949907394223315,0.5338691280771024,21.4
17723,2,16,13,35,13,9,13,1,1,0,0,0,0,0,0,7511349,1,0,0.03150370160897329,-0.872503783119703,24.2
15726,4,131,1,34,49,0,28,1,1,0,0,0,0,0,0,7510103,1,0,0.009099648178207154,-0.2872174732934686,25.9
8477,3,83,6,47,137,1,21,0,0,0,0,1,1,0,0,7510621,0,1,0.008898692094924467,1.0366678736925319,24.5
7169,2,122,7,69,42,7,41,0,0,1,1,0,0,0,0,7510728,0,1,0.04456615975459604,0.10506839732061903,26.7
15513,2,118,11,68,65,23,64,0,0,1,1,0,0,0,0,7511144,0,1,0.04212937941788979,-0.2272299232755855,22.3
15513,2,138,11,82,62,15,61,0,0,0,0,1,1,0,0,7511141,0,1,0.029222881096545122,0.17696716953112207,23.9
13879,2,2,14,15,6,0,2,0,0,0,0,0,0,1,1,7511454,1,0,0.03876798634491023,1.348510898169314,27.3
15513,2,154,11,86,67,32,67,1,1,0,0,0,0,0,0,7511143,1,0,0.03666785677769519,-0.13293929222981885,25.0
5350,4,93,2,30,12,3,16,0,0,0,0,0,0,1,1,7510207,1,0,0.006037335832314766,-1.5369719854089665,28.4
18770,4,82,17,70,23,17,28,1,1,0,0,0,0,0,0,7511768,1,0,0.040306042425190564,-0.9058307868075594,24.4
13759,2,20,12,22,34,4,7,1,1,0,0,0,0,0,0,7511247,1,0,0.04888113263636414,-0.5854181039009496,23.6
8477,4,378,6,113,42,5,72,0,0,0,0,0,0,1,1,7510623,1,0,0.025716388963695498,0.6619775083949289,31.9
24474,4,294,18,196,134,21,141,0,0,1,1,0,0,0,0,7511870,1,0,0.029657441569164104,1.5372174893205752,21.1
7169,3,13,7,21,4,5,8,0,0,1,1,0,0,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,29.7
15167,3,187,10,106,33,21,29,0,0,0,0,1,1,0,0,7511037,1,0,0.021670423696255475,0.9836087971066798,26.7
17723,3,127,13,100,29,28,36,0,0,0,0,1,1,0,0,7511351,0,1,0.038886240308054626,-1.3958987381223886,22.9
19856,2,29,19,21,10,8,11,0,0,0,0,1,1,0,0,7511974,1,0,0.05127307109114775,0.6744651784068575,23.7
19856,2,29,19,21,10,8,11,1,1,0,0,0,0,0,0,7511974,1,0,0.05127307109114775,0.6744651784068575,21.6
17723,3,13,13,21,13,4,6,0,0,0,0,1,1,0,0,7511352,0,1,0.028366105280227257,-1.4717402443170884,23.6
19422,4,110,15,99,33,24,48,1,1,0,0,0,0,0,0,7511558,1,0,0.03749485221786559,0.5565652275688768,24.7
5350,1,156,2,31,29,2,26,1,1,0,0,0,0,0,0,7510208,0,1,0.007335478692445038,0.7572738013038912,29.8
8378,4,192,3,27,48,3,25,0,0,0,0,0,0,1,1,7510310,0,1,0.017866988762024145,0.11782336177145036,25.1
14628,3,226,9,75,21,0,20,0,0,1,1,0,0,0,0,7510934,1,0,0.016766360054298265,-0.7230741369929625,25.2
20898,4,127,8,89,66,11,54,1,1,0,0,0,0,0,0,7510832,0,1,0.03342214876446949,-0.5112052722868463,24.2
8477,3,204,6,77,43,2,39,1,1,0,0,0,0,0,0,7510622,1,0,0.01757250420777975,1.0487246508711732,24.5
18654,1,92,20,88,19,25,35,1,1,0,0,0,0,0,0,7512080,1,0,0.06035182046056602,-0.09795681717243715,25.9
19422,1,124,15,61,28,16,55,0,0,1,1,0,0,0,0,7511560,0,1,0.06997947052887823,0.33759331165368633,26.3
5350,3,93,2,30,12,3,16,0,0,1,1,0,0,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,24.1
18770,1,152,17,91,21,27,38,0,0,0,0,0,0,1,1,7511766,0,1,0.04937038284418086,-0.4978539975895506,28.4
15513,4,138,11,82,62,15,61,0,0,0,0,0,0,1,1,7511141,1,0,0.029222881096545122,0.17696716953112207,24.2
8477,1,68,5,93,100,0,11,1,1,0,0,0,0,0,0,7510520,1,0,0.013217462160435654,-1.5421401019127452,33.7
19422,2,124,15,61,28,16,55,0,0,1,1,0,0,0,0,7511560,0,1,0.06997947052887823,0.33759331165368633,23.4
8477,1,204,6,77,43,2,39,0,0,0,0,0,0,1,1,7510622,1,0,0.01757250420777975,1.0487246508711732,37.0
5350,1,45,2,23,55,4,11,1,1,0,0,0,0,0,0,7510206,0,1,0.008892602048576588,-0.9196136595002139,29.8
13759,3,86,12,94,73,26,33,0,0,1,1,0,0,0,0,7511246,0,1,0.10187496778338553,-0.2841438447623457,20.7
8477,3,68,5,93,100,0,11,0,0,0,0,0,0,1,1,7510520,1,0,0.013217462160435654,-1.5421401019127452,28.3
18770,4,209,17,104,49,62,72,1,1,0,0,0,0,0,0,7511765,0,1,0.05891330536171602,-0.34006327359121336,21.9
7169,1,122,7,69,42,7,41,0,0,0,0,1,1,0,0,7510728,0,1,0.04456615975459604,0.10506839732061903,35.0
8378,2,65,3,20,62,5,9,0,0,1,1,0,0,0,0,7510312,0,1,0.010099789072358277,0.02308626913492399,22.7
