X,Y,OBJECTID,C_ORD,NIV6,ARRO,QUA,IRIS,NUM,LET,TYP_VOIE,LIB_VOIE,LIBACT,SIT,CODACT,SURF,CC_ID,CC_NIV,TYPE
655149.933898926,6860605.78509521,37669,43463,2,12,46,751124613,38,,RUE,MONTGALLET,Vente de matériel informatique,R,CE407,1,,,C
655164.443908691,6860615.6270752,37670,43464,2,12,46,751124613,40,,RUE,MONTGALLET,Vente de matériel informatique,R,CE407,1,,,C
655146.219482422,6860311.99530029,37673,43468,2,12,46,751124613,159,,AV,DAUMESNIL,Vente de meubles salon et chambre,A,CD103,1,,,C
655225.88671875,6860380.48150635,37688,43486,2,12,46,751124613,40,,ALL,VIVALDI,Vente de matériel informatique,R,CE407,1,,,C
655292.202880859,6860261.47271729,37692,43490,2,12,46,751124613,173,,AV,DAUMESNIL,Station service,R,CG205,1,,,C
654794.39050293,6860635.58770752,37698,43498,2,12,47,751124705,174,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654791.87310791,6860638.69628906,37699,43499,2,12,47,751124705,174,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654831.950317383,6860589.39227295,37703,43503,2,12,47,751124705,180,B,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654839.383117676,6860580.24987793,37705,43505,2,12,47,751124705,182,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654849.14831543,6860568.24627686,37707,43507,2,12,47,751124705,184,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654851.665527344,6860565.13769531,37708,43508,2,12,47,751124705,184,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654888.144287109,6860519.62628174,37710,43511,2,12,47,751124705,192,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654892.108703613,6860513.21148682,37712,43513,2,12,47,751124705,194,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654641.833129883,6860650.10467529,37718,43519,2,12,47,751124705,129,B,AV,DAUMESNIL,Vente de jouets et jeux,A,CE503,1,,,C
654705.386474609,6860602.96508789,37719,43520,2,12,47,751124705,133,,AV,DAUMESNIL,Vente de meubles salon et chambre,R,CD103,2,,,C
654750.35949707,6860569.60888672,37720,43521,2,12,47,751124705,135,,AV,DAUMESNIL,Généraliste Sport,R,CE201,3,,,C
654798.885070801,6860533.61468506,37721,43522,2,12,47,751124705,139,,AV,DAUMESNIL,Bricolage,R,CF102,3,,,C
654868.818481445,6860481.74328613,37722,43523,2,12,47,751124705,143,,AV,DAUMESNIL,Vente de jouets et jeux,R,CE503,2,,,C
654656.19128418,6860597.31628418,37733,43534,2,12,47,751124705,82,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654702.72088623,6860562.75469971,37735,43536,2,12,47,751124705,88,,AV,DAUMESNIL,Spécialiste d'un sport,R,CE202,2,,,C
654725.515930176,6860545.83087158,37736,43537,2,12,47,751124705,94,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654735.195129395,6860538.6505127,37737,43538,2,12,47,751124705,96,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654745.067077637,6860531.32647705,37739,43540,2,12,47,751124705,98,,AV,DAUMESNIL,Vente de meubles salon et chambre,R,CD103,1,,,C
654754.248901367,6860497.61010742,37741,43542,2,12,47,751124705,2,,RUE,CHARLES BOSSUT,Vente de matériel informatique,A,CE407,1,,,C
654751.67767334,6860494.54589844,37742,43543,2,12,47,751124705,2,,RUE,CHARLES BOSSUT,Vente de matériel informatique,R,CE407,1,,,C
654769.455322266,6860513.23168945,37744,43545,2,12,47,751124705,100,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654797.391479492,6860492.46032715,37745,43546,2,12,47,751124705,104,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654967.286315918,6860366.39532471,37750,43554,2,12,47,751124704,126,,AV,DAUMESNIL,Papeterie - Fournitures de bureau,R,CE102,1,,,C
654981.05090332,6860356.18048096,37752,43556,2,12,47,751124704,128,,AV,DAUMESNIL,Pharmacie,A,CC101,1,,,C
655003.263671875,6860334.19628906,37754,43558,2,12,47,751124704,204,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
655023.870910645,6860283.80352783,37762,43566,2,12,47,751124704,8,,RUE,BAULANT,Galerie d'art,R,CE302,1,,,C
655137.884094238,6860087.20330811,37787,43594,2,12,47,751124704,238,,RUE,CHARENTON,Prêt-à-porter Mixte,R,CB107,1,,,C
655194.37310791,6860005.3347168,37793,43600,2,12,47,751124703,240,,RUE,CHARENTON,Prêt-à-porter Femme,R,CB104,1,,,C
655189.447692871,6860011.63891602,37795,43602,2,12,47,751124703,240,,RUE,CHARENTON,Maroquinerie - Articles de voyages,R,CB205,1,,,C
655213.413513184,6859980.80908203,37796,43603,2,12,47,751124703,242,,RUE,CHARENTON,Parfumerie - Produits de beauté,R,CC202,1,,,C
655208.488098145,6859987.11328125,37798,43605,2,12,47,751124703,242,,RUE,CHARENTON,Chaussures Mixte,R,CB204,1,,,C
655228.424499512,6859963.07507324,37799,43606,2,12,47,751124703,244,,RUE,CHARENTON,Maroquinerie - Articles de voyages,R,CB205,1,,,C
655244.225280762,6859942.09552002,37804,43611,2,12,47,751124703,248,,RUE,CHARENTON,Prêt-à-porter Mixte,R,CB107,1,,,C
655269.980285645,6859909.56829834,37808,43617,2,12,47,751124703,254,,RUE,CHARENTON,Prêt-à-porter Homme,R,CB105,1,,,C
655274.86907959,6859905.10467529,37810,43619,2,12,47,751124703,256,,RUE,CHARENTON,Quincaillerie et droguerie,R,CF101,1,,,C
655286.771911621,6859888.2243042,37812,43621,2,12,47,751124703,258,,RUE,CHARENTON,Fleuriste,R,CF201,1,,,C
655284.364685059,6859891.41888428,37813,43622,2,12,47,751124703,258,,RUE,CHARENTON,Prêt-à-porter Femme,R,CB104,1,,,C
655290.752075195,6859883.04931641,37819,43628,2,12,47,751124703,260,,RUE,CHARENTON,Opticien,A,CC301,1,,,C
655346.14630127,6859786.78588867,37825,43641,2,12,47,751124703,276,,RUE,CHARENTON,Vente de jouets et jeux,R,CE503,1,,,C
655344.392700195,6859790.38110352,37826,43642,2,12,47,751124703,276,,RUE,CHARENTON,Papeterie - Fournitures de bureau,R,CE102,1,,,C
655390.798278809,6859695.25030518,37835,43651,2,12,47,751124703,294,,RUE,CHARENTON,Pharmacie,R,CC101,1,,,C
655290.224914551,6859756.7677002,37837,43656,2,12,47,751124703,26,,RUE,CORIOLIS,Revêtements sols et murs,R,CF103,1,,,C
655247.130310059,6859833.06469727,37838,43657,2,12,47,751124703,2,,RUE,FONDS VERTS,Vente articles médicaux - Prothèses et semelles orthopédiques,A,CC102,1,,,C
655470.546691895,6859563.4675293,37851,43675,2,12,47,751124703,310,,RUE,CHARENTON,Garage,R,CG201,1,,,C
655484.442687988,6859544.98547363,37852,43676,2,12,47,751124703,312,,RUE,CHARENTON,Contrôle technique automobile,R,CG206,1,,,C
655502.400695801,6859521.09088135,37855,43679,2,12,47,751124703,316,,RUE,CHARENTON,Concession + Réparation de motos,R,CG106,1,,,C
654912.349304199,6859656.39068604,37857,43681,2,12,47,751124701,4,,RUE,DIJON,Fleuriste,R,CF201,1,,,C
655076.294494629,6859464.18688965,37861,43686,2,12,47,751124701,4,,RUE,GABRIEL LAME,Opticien,R,CC301,1,,,C
655022.232116699,6859727.14550781,37873,43701,2,12,47,751124703,10,,PL,LACHAMBEAUDIE,Vente de matériel informatique,R,CE407,1,,,C
655049.301696777,6859748.89727783,37877,43705,2,12,47,751124703,14,,PL,LACHAMBEAUDIE,Pharmacie,R,CC101,1,,,C
655046.193115234,6859746.38012695,37878,43706,2,12,47,751124703,14,,PL,LACHAMBEAUDIE,Opticien,R,CC301,1,,,C
654890.13092041,6859327.04211426,37880,43710,2,12,47,751124706,1,,COUR,SAINT EMILION,Matériels d'arts graphiques - Loisirs créatifs,A,CE105,2,,,C
654909.51348877,6859348.54992676,37881,43711,2,12,47,751124706,9,,COUR,SAINT EMILION,Equipement du foyer généraliste,R,CD201,2,,,C
654931.421691895,6859345.80432129,37882,43712,2,12,47,751124706,14,,COUR,SAINT EMILION,Parfumerie - Produits de beauté,R,CC202,1,,,C
654936.059509277,6859351.15087891,37883,43713,2,12,47,751124706,16,,COUR,SAINT EMILION,Vente de jouets et jeux,R,CE503,2,,,C
654930.589294434,6859372.57928467,37885,43715,2,12,47,751124706,19,,COUR,SAINT EMILION,Vente de jouets et jeux,R,CE503,2,,,C
655021.56427002,6859450.08007812,37896,43727,2,12,47,751124706,54,,COUR,SAINT EMILION,Prêt-à-porter Femme,R,CB104,2,,,C
655151.764099121,6859291.42169189,37904,43737,2,12,47,751124703,52,,AV,TERROIRS DE FRANCE,Vente de meubles et multispécialistes,R,CD101,1,,,C
654564.187927246,6860016.56469727,37911,43745,2,12,47,751124708,79,,RUE,BERCY,Location de véhicules automobiles,R,CG301,1,,,C
654798.102905273,6859730.60150146,37925,43759,2,12,47,751124701,21,,RUE,POMMARD,Pharmacie,R,CC101,1,,,C
652534.595275879,6859861.08612061,37928,45445,2,13,49,751134906,77,,BD,SAINT MARCEL,Vente de meubles de cuisines et salle de bain,A,CD102,1,,,C
652459.576293945,6859809.4664917,37931,45448,2,13,49,751134905,25,,AV,GOBELINS,Fleuriste,R,CF201,1,,,C
652461.203308105,6859805.81231689,37932,45449,2,13,49,751134905,25,,AV,GOBELINS,Vente de journaux,R,CE103,1,,,C
652464.800476074,6859797.80548096,37933,45450,2,13,49,751134905,27,,AV,GOBELINS,Tabac,R,CE501,1,,,C
652466.427490234,6859794.15130615,37934,45451,2,13,49,751134905,27,,AV,GOBELINS,Pharmacie,R,CC101,1,,,C
652469.345092773,6859787.65771484,37935,45452,2,13,49,751134905,29,,AV,GOBELINS,Prêt-à-porter Mixte,R,CB107,1,,,C
652475.312683105,6859774.31890869,37937,45454,2,13,49,751134905,31,,AV,GOBELINS,Horlogerie - Bijouterie,R,CB302,1,,,C
652476.939697266,6859770.66467285,37938,45455,2,13,49,751134905,31,,AV,GOBELINS,Chaussures Mixte,R,CB204,1,,,C
652532.68347168,6859780.75689697,37949,45466,2,13,49,751134905,28,,RUE,REINE BLANCHE,Librairie,R,CE101,1,,,C
652506.554504395,6859847.92749023,37952,45470,2,13,49,751134905,79,,BD,SAINT MARCEL,Vente de meubles de cuisines et salle de bain,A,CD102,1,,,C
652643.860900879,6859810.378479,37958,45478,2,13,49,751134906,16,,RUE,LE BRUN,Concessionnaire Auto + Garage,R,CG103,2,,,C
652631.76751709,6859757.59088135,37965,45485,2,13,49,751134906,24,,RUE,LE BRUN,Librairie,R,CE101,1,,,C
652498.91809082,6859721.52111816,37975,45495,2,13,49,751134905,37,,AV,GOBELINS,Chaussures Mixte,R,CB204,1,,,C
652505.06427002,6859707.7902832,37977,45497,2,13,49,751134905,39,,AV,GOBELINS,Chaussures Femme,R,CB201,1,,,C
652511.266723633,6859694.01928711,37978,45498,2,13,49,751134905,41,,AV,GOBELINS,Parfumerie - Produits de beauté,R,CC202,1,,,C
652518.893493652,6859677.02471924,37980,45500,2,13,49,751134905,43,,AV,GOBELINS,Puériculture,R,CB110,1,,,C
652520.520507812,6859673.3704834,37981,45501,2,13,49,751134905,43,,AV,GOBELINS,Prêt-à-porter Femme,R,CB104,1,,,C
652524.598510742,6859664.31610107,37982,45502,2,13,49,751134905,45,,AV,GOBELINS,Bazar,R,CD501,1,,,C
652526.225524902,6859660.66192627,37983,45503,2,13,49,751134905,45,,AV,GOBELINS,Prêt-à-porter Femme,R,CB104,1,,,C
652521.325683594,6859755.33447266,37988,45509,2,13,49,751134905,25,,RUE,REINE BLANCHE,Vente de jouets et jeux,A,CE503,1,,,C
655089.528503418,6860029.77868652,37997,43769,2,12,47,751124702,62,,BD,BERCY,Revêtements sols et murs,R,CF103,1,,,C
654581.129516602,6860173.10028076,38017,43790,2,12,47,751124702,42,,BD,BERCY,Opticien,R,CC301,1,,,C
654517.8046875,6860178.73309326,38029,43802,2,12,47,751124702,6,,RUE,CHAMBERTIN,Tabac,R,CE501,1,,,C
654635.412475586,6860191.53631592,38045,43820,2,12,47,751124705,15,,BD,BERCY,Prêt-à-porter Femme,R,CB104,1,,,C
652575.629516602,6859550.19787598,38053,45519,2,13,49,751134905,57,,AV,GOBELINS,Pharmacie,R,CC101,1,,,C
652590.35168457,6859517.33111572,38054,45520,2,13,49,751134905,63,,AV,GOBELINS,Opticien,R,CC301,1,,,C
652591.97869873,6859513.67687988,38055,45521,2,13,49,751134905,63,,AV,GOBELINS,Vente de meubles et multispécialistes,R,CD101,1,,,C
652593.605712891,6859510.02288818,38056,45522,2,13,49,751134905,63,,AV,GOBELINS,Parfumerie - Produits de beauté,R,CC202,1,,,C
652594.602722168,6859507.80871582,38057,45523,2,13,49,751134905,65,,AV,GOBELINS,Chaussures Mixte,R,CB204,1,,,C
652599.908508301,6859495.91247559,38059,45525,2,13,49,751134905,67,,AV,GOBELINS,Prêt-à-porter Femme,R,CB104,1,,,C
654078.034912109,6860519.83752441,38064,43831,2,12,48,751124812,177,,RUE,BERCY,Concessionnaire automobiles,R,CG101,1,,,C
653969.114929199,6860608.25872803,38065,43832,2,12,48,751124812,193,,RUE,BERCY,Location de véhicules automobiles,CC,CG301,1,203,1,C
653969.114929199,6860608.25872803,38066,43833,2,12,48,751124812,193,,RUE,BERCY,Librairie,CC,CE101,1,203,1,C
653969.114929199,6860608.25872803,38067,43834,2,12,48,751124812,193,,RUE,BERCY,Location de véhicules automobiles,CC,CG301,1,203,1,C
653969.114929199,6860608.25872803,38073,43841,2,12,48,751124812,193,,RUE,BERCY,Opticien,CC,CC301,1,203,1,C
653969.114929199,6860608.25872803,38075,43843,2,12,48,751124812,193,,RUE,BERCY,Prêt-à-porter Femme,CC,CB104,1,203,1,C
653969.114929199,6860608.25872803,38079,43847,2,12,48,751124812,193,,RUE,BERCY,Location de véhicules automobiles,CC,CG301,1,203,1,C
653969.114929199,6860608.25872803,38080,43848,2,12,48,751124812,193,,RUE,BERCY,Pharmacie,CC,CC101,1,203,1,C
654036.917907715,6860290.53289795,38086,43855,2,12,48,751124812,32,,QU,RAPEE,Station service,R,CG205,1,,,C
653879.492919922,6860520.10632324,38087,43856,2,12,48,751124812,58,,QU,RAPEE,Garage,R,CG201,1,,,C
653964.073120117,6860684.53210449,38100,43879,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,0,C
653964.073120117,6860684.53210449,38106,43886,2,12,48,751124811,2,,PL,LOUIS ARMAND,Tabac,CC,CE501,1,204,0,C
653964.073120117,6860684.53210449,38108,43888,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,0,C
653964.073120117,6860684.53210449,38111,43891,2,12,48,751124811,2,,PL,LOUIS ARMAND,Grand multispécialiste culturel,CC,CE601,1,204,0,C
653964.073120117,6860684.53210449,38112,43898,2,12,48,751124811,2,,PL,LOUIS ARMAND,Parfumerie - Produits de beauté,CC,CC202,1,204,0,C
653964.073120117,6860684.53210449,38114,43900,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,0,C
653964.073120117,6860684.53210449,38116,43902,2,12,48,751124811,2,,PL,LOUIS ARMAND,Pharmacie,CC,CC101,1,204,0,C
653964.073120117,6860684.53210449,38119,43908,2,12,48,751124811,2,,PL,LOUIS ARMAND,Location de véhicules automobiles,CC,CG301,1,204,-1,C
653964.073120117,6860684.53210449,38120,43909,2,12,48,751124811,2,,PL,LOUIS ARMAND,Prêt-à-porter Enfant,CC,CB106,1,204,-1,C
653964.073120117,6860684.53210449,38121,43910,2,12,48,751124811,2,,PL,LOUIS ARMAND,Maroquinerie - Articles de voyages,CC,CB205,1,204,-1,C
653964.073120117,6860684.53210449,38122,43911,2,12,48,751124811,2,,PL,LOUIS ARMAND,Chaussures Femme,CC,CB201,1,204,-1,C
653964.073120117,6860684.53210449,38123,43912,2,12,48,751124811,2,,PL,LOUIS ARMAND,Horlogerie - Bijouterie,CC,CB302,1,204,-1,C
653964.073120117,6860684.53210449,38125,43914,2,12,48,751124811,2,,PL,LOUIS ARMAND,Parfumerie - Produits de beauté,CC,CC202,1,204,-1,C
653964.073120117,6860684.53210449,38127,43918,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,-1,C
653964.073120117,6860684.53210449,38128,43919,2,12,48,751124811,2,,PL,LOUIS ARMAND,Prêt-à-porter Femme,CC,CB104,1,204,-1,C
653964.073120117,6860684.53210449,38129,43920,2,12,48,751124811,2,,PL,LOUIS ARMAND,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,204,-1,C
653964.073120117,6860684.53210449,38134,43926,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,-1,C
653964.073120117,6860684.53210449,38139,43931,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,-1,C
653964.073120117,6860684.53210449,38140,43933,2,12,48,751124811,2,,PL,LOUIS ARMAND,Vente de journaux,CC,CE103,1,204,-1,C
654134.548278809,6860826.81787109,38144,43938,2,12,48,751124802,26,,BD,DIDEROT,Horlogerie - Bijouterie,R,CB302,1,,,C
654230.743896484,6860842.52368164,38156,43951,2,12,48,751124802,30,,BD,DIDEROT,Fleuriste,R,CF201,1,,,C
654240.928283691,6860844.21691895,38159,43954,2,12,48,751124802,32,,BD,DIDEROT,Pharmacie,R,CC101,1,,,C
654414.497070312,6860776.67468262,38166,43962,2,12,48,751124802,52,B,AV,DAUMESNIL,Vente de meubles de cuisines et salle de bain,R,CD102,1,,,C
654424.86328125,6860769.00292969,38168,43964,2,12,48,751124802,54,,AV,DAUMESNIL,Prêt-à-porter Mixte,R,CB107,1,,,C
654320.03729248,6860800.33032227,38171,43967,2,12,48,751124802,3,,RUE,GUILLAUMOT,Quincaillerie et droguerie,R,CF101,1,,,C
654269.028320312,6860761.72631836,38181,43979,2,12,48,751124802,16,,PL,HENRI FRENAY,Spécialiste Radio - TV - Hi-Fi,R,CD302,1,,,C
654482.811523438,6860725.96832275,38186,43984,2,12,48,751124802,64,,AV,DAUMESNIL,Vente de matériel informatique,R,CE407,1,,,C
654607.909118652,6860675.29992676,38194,43994,2,12,48,751124801,127,,AV,DAUMESNIL,Equipement du foyer généraliste,R,CD201,1,,,C
654617.042724609,6860668.5111084,38195,43995,2,12,48,751124801,129,,AV,DAUMESNIL,Parfumerie - Produits de beauté,R,CC202,1,,,C
654556.154907227,6860769.52893066,38197,43999,2,12,48,751124801,146,,RUE,CHARENTON,Matériels d'arts graphiques - Loisirs créatifs,R,CE105,1,,,C
654577.325500488,6860755.90509033,38200,44002,2,12,48,751124801,150,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654604.680725098,6860739.92987061,38206,44009,2,12,48,751124801,154,,RUE,CHARENTON,Prêt-à-porter Femme,R,CB104,1,,,C
654512.306884766,6860746.27008057,38211,44015,2,12,48,751124801,107,,AV,DAUMESNIL,Vente de meubles salon et chambre,R,CD103,1,,,C
654522.43548584,6860738.75787354,38212,44016,2,12,48,751124801,109,,AV,DAUMESNIL,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
654531.836486816,6860731.77893066,38213,44017,2,12,48,751124801,111,,AV,DAUMESNIL,Vente de vaisselle - Ustensiles ménagers - Art de la table,R,CD205,1,,,C
654579.715881348,6860696.22607422,38218,44022,2,12,48,751124801,121,,AV,DAUMESNIL,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
654430.482910156,6860874.29351807,38219,44023,2,12,48,751124801,122,,RUE,CHARENTON,Librairie,R,CE101,1,,,C
654453.450927734,6860849.29248047,38220,44027,2,12,48,751124801,128,,RUE,CHARENTON,Vente de cigarettes électroniques,R,CE508,1,,,C
654407.844116211,6860823.79272461,38234,44041,2,12,48,751124801,85,,AV,DAUMESNIL,Maroquinerie - Articles de voyages,R,CB205,1,,,C
654417.51348877,6860816.62030029,38235,44042,2,12,48,751124801,87,,AV,DAUMESNIL,Vente de vaisselle - Ustensiles ménagers - Art de la table,R,CD205,1,,,C
654428.532287598,6860808.44470215,38236,44043,2,12,48,751124801,89,,AV,DAUMESNIL,Galerie d'art,R,CE302,1,,,C
654436.951477051,6860802.19689941,38237,44044,2,12,48,751124801,91,,AV,DAUMESNIL,Vente de meubles salon et chambre,R,CD103,1,,,C
654474.535888672,6860774.30072021,38240,44047,2,12,48,751124801,99,,AV,DAUMESNIL,Fabrication et vente d'instruments de musique,R,CE401,1,,,C
654393.896484375,6860869.37310791,38245,44052,2,12,48,751124801,46,,BD,DIDEROT,Concessionnaire automobiles,R,CG101,1,,,C
654415.719299316,6860873.00787354,38250,44058,2,12,48,751124801,50,,BD,DIDEROT,Téléphonie discount et accesoires (pas d'enseigne particulière),A,CE403,1,,,C
654478.201477051,6860845.99731445,38255,44063,2,12,48,751124801,115,,RUE,CHARENTON,Concession + Réparation de motos,R,CG106,1,,,C
654500.633483887,6860827.52807617,38260,44068,2,12,48,751124801,121,,RUE,CHARENTON,Parfumerie - Produits de beauté,R,CC202,1,,,C
654631.647888184,6860890.09429932,38263,44072,2,12,48,751124801,23,,RUE,CROZATIER,"Vente, réparation, location de vélos / vélos électriques",R,CE203,1,,,C
654625.257873535,6860902.4296875,38264,44073,2,12,48,751124801,25,,RUE,CROZATIER,"Vente, réparation, location de vélos / vélos électriques",R,CE203,1,,,C
654466.827880859,6860881.38287354,38265,44075,2,12,48,751124801,52,,BD,DIDEROT,Pharmacie,A,CC101,1,,,C
654494.840698242,6860885.99969482,38271,44081,2,12,48,751124801,56,,BD,DIDEROT,Vente de matériel informatique,R,CE407,1,,,C
654513.413879395,6860889.04211426,38273,44083,2,12,48,751124801,58,,BD,DIDEROT,Vente équipements automobiles,R,CG203,1,,,C
654525.702514648,6860891.05328369,38275,44085,2,12,48,751124801,60,,BD,DIDEROT,Location de véhicules automobiles,R,CG301,1,,,C
654555.132873535,6860786.8416748,38288,44098,2,12,48,751124801,129,,RUE,CHARENTON,Librairie,R,CE101,1,,,C
654611.424499512,6860753.11730957,38301,44112,2,12,48,751124801,139,,RUE,CHARENTON,Concessionnaire motos,R,CG105,1,,,C
654619.074890137,6860750.77832031,38303,44114,2,12,48,751124801,139,,RUE,CHARENTON,"Vente de disques, cassettes, CD, DVD",R,CE405,1,,,C
654625.533508301,6860748.76550293,38304,44115,2,12,48,751124801,141,,RUE,CHARENTON,Parapharmacie,R,CC201,1,,,C
654646.025878906,6860742.45489502,38307,44118,2,12,48,751124801,145,,RUE,CHARENTON,Vente de matériel informatique,R,CE407,1,,,C
654693.659729004,6860770.09228516,38325,44136,2,12,48,751124801,5,,RUE,CROZATIER,Vente de luminaires,R,CD204,1,,,C
654746.261901855,6860801.21588135,38335,44146,2,12,48,751124801,7,,RUE,CHALIGNY,Vente de meubles de cuisines et salle de bain,R,CD102,1,,,C
654759.076477051,6860900.79351807,38344,44155,2,12,48,751124801,17,,RUE,CHALIGNY,Prêt-à-porter Mixte,R,CB107,1,,,C
654696.605895996,6860816.54650879,38357,44169,2,12,48,751124801,10,,RUE,CROZATIER,Tailleur sur mesure,R,CB102,1,,,C
654698.421875,6860812.98248291,38358,44170,2,12,48,751124801,10,,RUE,CROZATIER,"Vente, réparation, location de vélos / vélos électriques",R,CE203,1,,,C
654671.832092285,6860915.08868408,38371,44183,2,12,48,751124801,76,,BD,DIDEROT,Bazar,R,CD501,1,,,C
654682.61151123,6860916.89471436,38373,44186,2,12,48,751124801,78,,BD,DIDEROT,Friperie - Solderie - Dépôt-vente de vêtements,R,CB109,1,,,C
654724.046691895,6860923.66229248,38377,44190,2,12,48,751124801,82,B,BD,DIDEROT,Opticien,R,CC301,1,,,C
654751.946899414,6860928.24890137,38380,44193,2,12,48,751124801,86,,BD,DIDEROT,Prêt-à-porter Femme,R,CB104,1,,,C
654806.980712891,6861274.46411133,38383,44196,2,12,48,751124813,29,,RUE,CHALIGNY,Pharmacie,A,CC101,1,,,C
654620.801086426,6861314.26470947,38388,44201,2,12,48,751124813,166,,RUE,FAUBOURG SAINT ANTOINE,Fleuriste,R,CF201,1,,,C
654628.02331543,6861313.3649292,38389,44202,2,12,48,751124813,168,,RUE,FAUBOURG SAINT ANTOINE,Tissus - Textile - Mercerie,R,CD203,1,,,C
654624.053100586,6861313.85229492,38390,44203,2,12,48,751124813,168,,RUE,FAUBOURG SAINT ANTOINE,Téléphonie discount et accesoires (pas d'enseigne particulière),R,CE403,1,,,C
654688.079528809,6861305.90771484,38398,44212,2,12,48,751124813,178,,RUE,FAUBOURG SAINT ANTOINE,Prêt-à-porter Femme,R,CB104,1,,,C
654748.482910156,6861299.30847168,38402,44217,2,12,48,751124813,188,,RUE,FAUBOURG SAINT ANTOINE,Fleuriste,R,CF201,1,,,C
654560.00189209,6861133.07830811,38412,44229,2,12,48,751124810,25,B,RUE,CITEAUX,Tailleur sur mesure,R,CB102,1,,,C
654451.270507812,6861291.05871582,38437,44258,2,12,48,751124810,72,,RUE,CROZATIER,Quincaillerie et droguerie,R,CF101,1,,,C
654473.189880371,6861332.82867432,38443,44265,2,12,48,751124810,140,,RUE,FAUBOURG SAINT ANTOINE,Joaillerie,R,CB301,1,,,C
654560.138122559,6861320.21307373,38459,44281,2,12,48,751124810,156,,RUE,FAUBOURG SAINT ANTOINE,Prêt-à-porter Enfant,R,CB106,1,,,C
654556.153320312,6861320.56170654,38460,44282,2,12,48,751124810,156,,RUE,FAUBOURG SAINT ANTOINE,Opticien,R,CC301,1,,,C
654427.496276855,6861337.05487061,38462,44284,2,12,48,751124809,74,B,RUE,CROZATIER,Opticien,R,CC301,1,,,C
654418.691101074,6861157.12207031,38464,44286,2,12,48,751124810,15,,PL,ALIGRE,Vente de jouets et jeux,R,CE503,1,,,C
654408.956298828,6861238.43731689,38474,44296,2,12,48,751124810,24,,RUE,ALIGRE,Parfumerie - Produits de beauté,R,CC202,1,,,C
654511.555725098,6860997.58312988,38483,44307,2,12,48,751124810,13,,RUE,CITEAUX,Contrôle technique automobile,R,CG206,1,,,C
654508.197875977,6861128.92492676,38491,44315,2,12,48,751124810,51,,RUE,CROZATIER,Friperie - Solderie - Dépôt-vente de vêtements,R,CB109,1,,,C
654460.688110352,6861220.74951172,38497,44321,2,12,48,751124810,71,,RUE,CROZATIER,Vente de jeux vidéo (+ salle de jeux vidéos),R,CE404,1,,,C
654359.098083496,6861127.28027344,38509,44336,2,12,48,751124809,8,,PL,ALIGRE,Jardinerie - Pépiniériste,R,CF202,1,,,C
654318.555725098,6861071.2623291,38518,44345,2,12,48,751124809,8,,RUE,ALIGRE,Friperie - Solderie - Dépôt-vente de vêtements,R,CB109,1,,,C
654324.20111084,6861007.91729736,38536,44364,2,12,48,751124809,99,,RUE,CHARENTON,Téléphonie discount et accesoires (pas d'enseigne particulière),R,CE403,1,,,C
654342.578674316,6860990.32452393,38539,44367,2,12,48,751124809,103,,RUE,CHARENTON,Pharmacie,R,CC101,1,,,C
654364.047302246,6860967.06970215,38540,44368,2,12,48,751124809,105,,RUE,CHARENTON,Vente de meubles salon et chambre,R,CD103,1,,,C
654284.479675293,6860915.4730835,38555,44383,2,12,48,751124808,69,,AV,DAUMESNIL,Galerie d'art,R,CE302,1,,,C
654309.257080078,6860897.06671143,38557,44385,2,12,48,751124808,73,,AV,DAUMESNIL,Vente de luminaires,R,CD204,1,,,C
654352.582275391,6860896.72052002,38558,44386,2,12,48,751124808,35,,BD,DIDEROT,Vente de meubles et multispécialistes,R,CD101,2,,,C
