X,Y,OBJECTID,C_ORD,NIV6,ARRO,QUA,IRIS,NUM,LET,TYP_VOIE,LIB_VOIE,LIBACT,SIT,CODACT,SURF,CC_ID,CC_NIV,TYPE
652007.386901855,6861936.88812256,2,3,2,1,1,751010102,2,,BD,PALAIS,Kiosque à journaux,R,CE104,1,,,K
651702.859924316,6862064.08050537,7,10,2,1,1,751010102,27,,PL,DAUPHINE,Librairie,R,CE101,1,,,C
651725.849487305,6862006.67608643,9,12,2,1,1,751010102,54,,QU,ORFEVRES,Galerie d'art,R,CE302,1,,,C
651701.570678711,6862039.29870605,11,14,2,1,1,751010102,66,,QU,ORFEVRES,Galerie d'art,R,CE302,1,,,C
651681.850097656,6862072.8850708,14,17,2,1,1,751010102,15,,PL,PONT NEUF,Bijouterie fantaisie - Accessoire de mode,A,CB304,1,,,C
651751.59387207,6862063.91687012,16,19,2,1,1,751010102,18,,PL,DAUPHINE,Galerie d'art,R,CE302,1,,,C
651718.540710449,6862072.79431152,21,25,2,1,1,751010102,26,,PL,DAUPHINE,Papeterie - Fournitures de bureau,R,CE102,1,,,C
651710.778320312,6862074.72967529,22,26,2,1,1,751010102,26,,PL,DAUPHINE,Chaussures Homme,R,CB202,1,,,C
651725.155090332,6862087.4375,28,34,2,1,1,751010102,37,,QU,HORLOGE,Vente de monnaies et médailles,R,CE301,1,,,C
651699.313720703,6862092.74291992,30,36,2,1,1,751010102,41,,QU,HORLOGE,Antiquités,A,CD401,1,,,C
651655.829528809,6862298.17449951,39,45,2,1,1,751010103,20,,QU,LOUVRE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651644.556518555,6862301.12011719,40,46,2,1,1,751010103,22,,QU,LOUVRE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651648.42010498,6862300.0848999,41,47,2,1,1,751010103,22,,QU,LOUVRE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651621.850891113,6862308.65087891,44,50,2,1,1,751010103,28,,QU,LOUVRE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651604.291320801,6862313.77130127,45,51,2,1,1,751010103,30,,QU,LOUVRE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651646.817077637,6862494.80670166,54,63,2,1,1,751010103,8,,RUE,AMIRAL DE COLIGNY,Kiosque à journaux,R,CE104,1,,,K
651680.846313477,6862457.58111572,56,65,2,1,1,751010103,3,,RUE,PERRAULT,Montres,R,CB303,1,,,C
651690.417724609,6862481.80529785,59,69,2,1,1,751010103,87,,RUE,RIVOLI,Vente et fabrication de tenues de mariées,R,CB103,1,,,C
651681.756103516,6862486.14611816,60,70,2,1,1,751010103,89,,RUE,RIVOLI,Prêt-à-porter Femme,R,CB104,1,,,C
651661.433898926,6862496.37072754,62,72,2,1,1,751010103,91,,RUE,RIVOLI,Prêt-à-porter Homme,R,CB105,1,,,C
651802.364318848,6862283.19567871,72,82,2,1,1,751010101,2,B,RUE,PONT NEUF,Vente de meubles et multispécialistes,A,CD101,3,,,C
651868.761474609,6862300.27331543,78,88,2,1,1,751010101,14,,RUE,BOURDONNAIS,Prêt-à-porter Mixte,R,CB107,1,,,C
651886.908508301,6862210.68292236,84,97,2,1,1,751010101,14,,QU,MEGISSERIE,Equipement du foyer généraliste,A,CD201,1,,,C
651871.841308594,6862216.96350098,86,100,2,1,1,751010101,16,,QU,MEGISSERIE,Vente de meubles salon et chambre,R,CD103,1,,,C
651857.830505371,6862222.79229736,87,101,2,1,1,751010101,18,,QU,MEGISSERIE,Vente d'animaux de compagnie,R,CE506,1,,,C
651843.660095215,6862228.69030762,88,103,2,1,1,751010101,20,,QU,MEGISSERIE,Vente de meubles et multispécialistes,R,CD101,1,,,C
651847.342102051,6862227.12731934,89,104,2,1,1,751010101,20,,QU,MEGISSERIE,Puériculture,R,CB110,1,,,C
651967.465698242,6862177.12011719,92,108,2,1,1,751010101,4,,QU,MEGISSERIE,Jardinerie - Pépiniériste,A,CF202,2,,,C
651929.894287109,6862192.75567627,93,112,2,1,1,751010101,10,,QU,MEGISSERIE,Jardinerie - Pépiniériste,R,CF202,1,,,C
651915.740905762,6862198.64367676,94,113,2,1,1,751010101,12,,QU,MEGISSERIE,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
651919.422912598,6862197.08068848,95,114,2,1,1,751010101,12,,QU,MEGISSERIE,Jardinerie - Pépiniériste,A,CF202,1,,,C
652019.192504883,6862317.16009521,109,128,2,1,1,751010101,55,,RUE,RIVOLI,Prêt-à-porter Mixte,R,CB107,1,,,C
652008.146118164,6862322.65991211,110,129,2,1,1,751010101,57,,RUE,RIVOLI,Parfumerie - Produits de beauté,R,CC202,1,,,C
652004.582092285,6862324.47589111,111,130,2,1,1,751010101,57,,RUE,RIVOLI,Horlogerie - Bijouterie,R,CB302,1,,,C
651992.072875977,6862330.71490479,112,131,2,1,1,751010101,59,,RUE,RIVOLI,Parfumerie - Produits de beauté,R,CC202,1,,,C
651988.508911133,6862332.53088379,113,132,2,1,1,751010101,59,,RUE,RIVOLI,Galerie d'art,R,CE302,1,,,C
651977.005493164,6862338.26452637,114,133,2,1,1,751010101,61,,RUE,RIVOLI,Prêt-à-porter Homme,R,CB105,1,,,C
651973.44128418,6862340.08050537,115,134,2,1,1,751010101,61,,RUE,RIVOLI,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
651964.167480469,6862344.69329834,116,135,2,1,1,751010101,63,,RUE,RIVOLI,Prêt-à-porter Femme,A,CB104,1,,,C
651995.370300293,6862219.35467529,118,137,2,1,1,751010101,3,,RUE,LAVANDIERES SAINTE OPPORTUNE,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
652004.203674316,6862161.75830078,131,153,2,1,1,751010101,2,T,QU,MEGISSERIE,Jardinerie - Pépiniériste,A,CF202,1,,,C
652093.701721191,6862213.46990967,137,162,2,1,1,751010101,1,,RUE,SAINT DENIS,Prêt-à-porter Enfant,A,CB106,2,,,C
652069.174499512,6862211.37329102,138,163,2,1,1,751010101,16,,AV,VICTORIA,Vente de meubles et multispécialistes,R,CD101,1,,,C
652029.740905762,6862228.05847168,141,166,2,1,1,751010101,22,,AV,VICTORIA,Equipement du foyer généraliste,R,CD201,1,,,C
652144.195129395,6862254.49267578,142,184,2,1,1,751010101,43,,RUE,RIVOLI,Téléphonie (Grands opérateurs + revendeurs),A,CE402,2,,,C
652156.076293945,6862248.58892822,149,192,2,1,1,751010101,41,,RUE,RIVOLI,Parfumerie - Produits de beauté,A,CC202,1,,,C
651200.419311523,6862726.92767334,150,195,2,1,1,751010104,99,,RUE,RIVOLI,Equipement du foyer généraliste,CC,CD201,2,3,-2,C
651200.419311523,6862726.92767334,151,196,2,1,1,751010104,99,,RUE,RIVOLI,Parfumerie - Produits de beauté,CC,CC202,1,3,-2,C
651200.419311523,6862726.92767334,152,197,2,1,1,751010104,99,,RUE,RIVOLI,Prêt-à-porter Mixte,CC,CB107,1,3,-2,C
651200.419311523,6862726.92767334,153,198,2,1,1,751010104,99,,RUE,RIVOLI,Equipement du foyer généraliste,CC,CD201,2,3,-2,C
651200.419311523,6862726.92767334,154,201,2,1,1,751010104,99,,RUE,RIVOLI,Maroquinerie - Articles de voyages,CC,CB205,1,3,-2,C
651200.419311523,6862726.92767334,157,206,2,1,1,751010104,99,,RUE,RIVOLI,Librairie,CC,CE101,2,3,-2,C
651200.419311523,6862726.92767334,163,214,2,1,1,751010104,99,,RUE,RIVOLI,Grand magasin,CC,GM101,3,3,-2,C
651200.419311523,6862726.92767334,164,216,2,1,1,751010104,99,,RUE,RIVOLI,Librairie,CC,CE101,1,3,-2,C
651972.402526855,6862511.21411133,172,476,2,1,2,751010202,45,,RUE,SAINT HONORE,Galerie d'art,R,CE302,1,,,C
651962.885314941,6862518.8770752,173,477,2,1,2,751010202,47,,RUE,SAINT HONORE,Librairie,R,CE101,1,,,C
651923.595092773,6862548.15167236,181,488,2,1,2,751010203,40,,RUE,SAINT HONORE,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
651914.981506348,6862549.83831787,183,490,2,1,2,751010203,42,,RUE,SAINT HONORE,Opticien,R,CC301,1,,,C
651856.841125488,6862425.22668457,187,494,2,1,2,751010202,132,,RUE,RIVOLI,Chaussures Mixte,A,CB204,1,,,C
651200.419311523,6862726.92767334,189,221,2,1,1,751010104,99,,RUE,RIVOLI,Papeterie - Fournitures de bureau,CC,CE102,1,3,-2,C
651200.419311523,6862726.92767334,192,235,2,1,1,751010104,99,,RUE,RIVOLI,Bimbeloterie - Articles souvenirs,CC,CE504,1,3,-2,C
651200.419311523,6862726.92767334,193,236,2,1,1,751010104,99,,RUE,RIVOLI,Location de véhicules automobiles,CC,CG301,1,3,-2,C
651200.419311523,6862726.92767334,194,237,2,1,1,751010104,99,,RUE,RIVOLI,Tabac,CC,CE501,1,3,-2,C
651200.419311523,6862726.92767334,195,238,2,1,1,751010104,99,,RUE,RIVOLI,Bimbeloterie - Articles souvenirs,CC,CE504,1,3,-2,C
651200.419311523,6862726.92767334,196,239,2,1,1,751010104,99,,RUE,RIVOLI,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,3,-2,C
651200.419311523,6862726.92767334,198,241,2,1,1,751010104,99,,RUE,RIVOLI,Parfumerie - Produits de beauté,CC,CC202,1,3,-2,C
651200.419311523,6862726.92767334,199,242,2,1,1,751010104,99,,RUE,RIVOLI,Parfumerie - Produits de beauté,CC,CC202,1,3,-2,C
651200.419311523,6862726.92767334,200,246,2,1,1,751010104,99,,RUE,RIVOLI,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,3,-2,C
651200.419311523,6862726.92767334,201,249,2,1,1,751010104,99,,RUE,RIVOLI,Montres,CC,CB303,1,3,-2,C
651200.419311523,6862726.92767334,202,250,2,1,1,751010104,99,,RUE,RIVOLI,Horlogerie - Bijouterie,CC,CB302,1,3,-2,C
651200.419311523,6862726.92767334,203,251,2,1,1,751010104,99,,RUE,RIVOLI,Vente de matériel informatique,CC,CE407,2,3,-2,C
651200.419311523,6862726.92767334,204,258,2,1,1,751010104,99,,RUE,RIVOLI,Equipement du foyer généraliste,CC,CD201,1,3,-1,C
652181.524475098,6862375.85107422,216,278,2,1,2,751010201,33,,RUE,LOMBARDS,Sport - Habillement et chaussures,R,CB111,1,,,C
652159.917480469,6862273.26409912,218,280,2,1,2,751010201,98,,RUE,RIVOLI,Chaussures Mixte,A,CB204,1,,,C
652151.825073242,6862277.23809814,219,281,2,1,2,751010201,100,,RUE,RIVOLI,Chaussures Mixte,R,CB204,1,,,C
652144.692687988,6862280.75311279,220,282,2,1,2,751010201,102,,RUE,RIVOLI,Prêt-à-porter Mixte,A,CB107,2,,,C
652166.519714355,6862365.15869141,225,291,2,1,2,751010201,20,,RUE,SAINT DENIS,Prêt-à-porter Homme,A,CB105,1,,,C
652187.154907227,6862318.78851318,230,296,2,1,2,751010201,15,,BD,SEBASTOPOL,Location de véhicules automobiles,R,CG301,1,,,C
652193.12109375,6862334.53509521,231,297,2,1,2,751010201,17,,BD,SEBASTOPOL,Maroquinerie - Articles de voyages,R,CB205,1,,,C
652194.5546875,6862338.26928711,232,298,2,1,2,751010201,17,,BD,SEBASTOPOL,Concessionnaire automobiles,R,CG101,1,,,C
652183.567321777,6862388.20172119,239,306,2,1,2,751010201,52,,RUE,LOMBARDS,Prêt-à-porter Homme,R,CB105,1,,,C
652177.690917969,6862398.63891602,241,309,2,1,2,751010201,24,,RUE,SAINT DENIS,Prêt-à-porter Mixte,R,CB107,1,,,C
652179.919311523,6862404.49908447,242,310,2,1,2,751010201,26,,RUE,SAINT DENIS,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
652181.069885254,6862408.62652588,243,311,2,1,2,751010201,28,,RUE,SAINT DENIS,Chaussures Mixte,R,CB204,1,,,C
652234.374511719,6862481.93109131,250,318,2,1,2,751010201,5,,RUE,BERGER,Sport - Habillement et chaussures,R,CB111,1,,,C
652230.009887695,6862483.75787354,251,319,2,1,2,751010201,7,,RUE,BERGER,Bimbeloterie - Articles souvenirs,R,CE504,1,,,C
652203.05871582,6862438.49810791,253,323,2,1,2,751010201,26,,RUE,LA REYNIE,Tabac,R,CE501,1,,,C
652195.934509277,6862443.44891357,254,324,2,1,2,751010201,34,,RUE,SAINT DENIS,Prêt-à-porter Homme,A,CB105,1,,,C
652198.293884277,6862449.69610596,255,325,2,1,2,751010201,36,,RUE,SAINT DENIS,Sport - Habillement et chaussures,R,CB111,1,,,C
652209.997497559,6862480.71429443,258,328,2,1,2,751010201,44,,RUE,SAINT DENIS,Sport - Habillement et chaussures,R,CB111,1,,,C
652033.422912598,6862226.49572754,259,167,2,1,1,751010101,22,,AV,VICTORIA,Equipement du foyer généraliste,R,CD201,2,,,C
652086.208129883,6862283.48791504,263,173,2,1,1,751010101,47,,RUE,RIVOLI,Prêt-à-porter Lingerie,R,CB108,1,,,C
652075.568115234,6862288.81732178,264,174,2,1,1,751010101,49,,RUE,RIVOLI,Prêt-à-porter Homme,R,CB105,1,,,C
652072.004089355,6862290.63330078,265,175,2,1,1,751010101,49,,RUE,RIVOLI,Prêt-à-porter Mixte,R,CB107,1,,,C
652064.662109375,6862294.28192139,266,176,2,1,1,751010101,51,,RUE,RIVOLI,Sport - Habillement et chaussures,R,CB111,1,,,C
652052.98828125,6862300.12310791,267,177,2,1,1,751010101,53,,RUE,RIVOLI,Prêt-à-porter Homme,R,CB105,1,,,C
652098.47869873,6862247.15032959,269,180,2,1,1,751010101,3,,RUE,SAINT DENIS,Prêt-à-porter Femme,A,CB104,1,,,C
652101.367492676,6862265.46270752,270,183,2,1,1,751010101,5,,RUE,SAINT DENIS,Kiosque à journaux,R,CE104,1,,,K
652209.632324219,6862486.41931152,271,329,2,1,2,751010201,46,,RUE,SAINT DENIS,Prêt-à-porter Mixte,R,CB107,1,,,C
652168.12310791,6862444.81890869,274,333,2,1,2,751010201,2,,RUE,FERRONNERIE,Chaussures Mixte,R,CB204,1,,,C
652070.462097168,6862463.18469238,277,339,2,1,2,751010201,14,,RUE,FERRONNERIE,Prêt-à-porter Mixte,R,CB107,1,,,C
652154.302307129,6862457.66992188,278,341,2,1,2,751010201,5,,RUE,INNOCENTS,Sport - Habillement et chaussures,R,CB111,1,,,C
652105.926086426,6862466.65472412,280,343,2,1,2,751010201,13,,RUE,INNOCENTS,Chaussures Femme,A,CB201,1,,,C
652093.43170166,6862468.97772217,281,344,2,1,2,751010201,15,,RUE,INNOCENTS,Sport - Habillement et chaussures,R,CB111,1,,,C
652081.515319824,6862471.18688965,282,345,2,1,2,751010201,17,,RUE,INNOCENTS,Chaussures Mixte,R,CB204,1,,,C
652166.900695801,6862432.98730469,285,348,2,1,2,751010201,3,,RUE,FERRONNERIE,Sport - Habillement et chaussures,R,CB111,1,,,C
652154.630310059,6862434.94250488,287,350,2,1,2,751010201,7,,RUE,FERRONNERIE,Chaussures Mixte,R,CB204,1,,,C
652116.774719238,6862417.93511963,304,368,2,1,2,751010201,4,,RUE,SAINTE OPPORTUNE,Bimbeloterie - Articles souvenirs,A,CE504,1,,,C
652156.441711426,6862380.7388916,306,370,2,1,2,751010201,27,,RUE,SAINT DENIS,Chaussures Femme,A,CB201,1,,,C
652124.863708496,6862393.5045166,309,374,2,1,2,751010201,39,,RUE,LOMBARDS,Prêt-à-porter Homme,R,CB105,1,,,C
652115.51171875,6862379.15209961,312,377,2,1,2,751010201,8,,PL,SAINTE OPPORTUNE,Prêt-à-porter Femme,A,CB104,1,,,C
652124.606689453,6862316.7902832,315,380,2,1,2,751010201,2,,RUE,HALLES,Chaussures Femme,R,CB201,1,,,C
652111.856079102,6862339.19348145,317,382,2,1,2,751010201,6,,RUE,HALLES,Vente de jouets et jeux,R,CE503,1,,,C
652106.356323242,6862348.86047363,319,384,2,1,2,751010201,8,,RUE,HALLES,Quincaillerie et droguerie,R,CF101,1,,,C
652141.295715332,6862345.24969482,322,389,2,1,2,751010201,15,,RUE,SAINT DENIS,Prêt-à-porter Mixte,R,CB107,1,,,C
652104.509887695,6862351.14190674,326,393,2,1,2,751010201,2,,PL,SAINTE OPPORTUNE,Prêt-à-porter Homme,R,CB105,1,,,C
652105.204528809,6862355.08111572,327,394,2,1,2,751010201,2,,PL,SAINTE OPPORTUNE,Kiosque à journaux,R,CE104,1,,,K
652092.049316406,6862329.19909668,328,395,2,1,2,751010202,5,,RUE,HALLES,Vente d'articles érotiques et sex-shop,R,CE502,1,,,C
652085.715087891,6862340.69647217,331,398,2,1,2,751010202,7,,RUE,HALLES,Prêt-à-porter Homme,A,CB105,1,,,C
652066.830871582,6862329.01531982,332,399,2,1,2,751010202,10,,RUE,LAVANDIERES SAINTE OPPORTUNE,Téléphonie discount et accesoires (pas d'enseigne particulière),R,CE403,1,,,C
652095.593322754,6862305.52770996,333,400,2,1,2,751010202,104,,RUE,RIVOLI,Parfumerie - Produits de beauté,A,CC202,1,,,C
652086.174926758,6862310.23187256,334,401,2,1,2,751010202,106,,RUE,RIVOLI,Chaussures Mixte,R,CB204,1,,,C
652067.731689453,6862319.46588135,335,403,2,1,2,751010202,110,,RUE,RIVOLI,Prêt-à-porter Femme,A,CB104,1,,,C
652060.847900391,6862342.93231201,336,404,2,1,2,751010202,25,,RUE,LAVANDIERES SAINTE OPPORTUNE,Prêt-à-porter Femme,A,CB104,1,,,C
652042.872314453,6862332.00067139,337,405,2,1,2,751010202,112,,RUE,RIVOLI,Opticien,A,CC301,3,,,C
652014.03729248,6862346.50592041,339,408,2,1,2,751010202,118,,RUE,RIVOLI,Prêt-à-porter Mixte,A,CB107,3,,,C
652050.023681641,6862402.87567139,343,412,2,1,2,751010202,11,B,RUE,HALLES,Prêt-à-porter Femme,R,CB104,1,,,C
652090.70690918,6862439.96209717,346,416,2,1,2,751010201,27,,RUE,FERRONNERIE,Prêt-à-porter Mixte,R,CB107,1,,,C
652086.716674805,6862440.24108887,347,417,2,1,2,751010201,27,,RUE,FERRONNERIE,Sport - Habillement et chaussures,R,CB111,1,,,C
652081.272277832,6862442.13928223,348,418,2,1,2,751010201,29,,RUE,FERRONNERIE,Sport - Habillement et chaussures,R,CB111,1,,,C
652077.37487793,6862443.03912354,349,419,2,1,2,751010201,29,,RUE,FERRONNERIE,Prêt-à-porter Homme,R,CB105,1,,,C
652071.690124512,6862444.13592529,350,420,2,1,2,751010201,31,,RUE,FERRONNERIE,Prêt-à-porter Homme,R,CB105,1,,,C
652063.675720215,6862445.61932373,351,421,2,1,2,751010201,33,,RUE,FERRONNERIE,Prêt-à-porter Mixte,A,CB107,1,,,C
652057.879089355,6862433.1730957,358,428,2,1,2,751010201,22,,RUE,HALLES,Spécialiste Radio - TV - Hi-Fi,R,CD302,1,,,C
652101.931884766,6862413.66589355,360,430,2,1,2,751010201,3,,RUE,SAINTE OPPORTUNE,Prêt-à-porter Mixte,R,CB107,1,,,C
652105.211730957,6862431.02307129,362,432,2,1,2,751010201,5,,RUE,SAINTE OPPORTUNE,Sport - Habillement et chaussures,A,CB111,1,,,C
651985.360473633,6862460.98669434,364,434,2,1,2,751010202,36,,RUE,BOURDONNAIS,Librairie,R,CE101,1,,,C
651983.421081543,6862457.48809814,365,435,2,1,2,751010202,36,,RUE,BOURDONNAIS,Vente de meubles salon et chambre,R,CD103,1,,,C
652027.113098145,6862405.28930664,371,442,2,1,2,751010202,9,,RUE,DECHARGEURS,"Vente de disques, cassettes, CD, DVD",R,CE405,1,,,C
652028.68927002,6862440.20330811,374,445,2,1,2,751010202,15,,RUE,HALLES,Vente de meubles de cuisines et salle de bain,R,CD102,2,,,C
652023.620300293,6862449.10412598,375,446,2,1,2,751010202,17,,RUE,HALLES,Vente de meubles de cuisines et salle de bain,R,CD102,1,,,C
652015.735900879,6862462.85028076,377,448,2,1,2,751010202,19,,RUE,HALLES,Vente de meubles salon et chambre,R,CD103,1,,,C
651984.694519043,6862361.01550293,379,451,2,1,2,751010202,122,,RUE,RIVOLI,Prêt-à-porter Mixte,A,CB107,3,,,C
651889.034118652,6862421.58312988,385,458,2,1,2,751010202,12,,RUE,PONT NEUF,Pharmacie,R,CC101,1,,,C
651893.704528809,6862430.44268799,386,459,2,1,2,751010202,14,,RUE,PONT NEUF,Prêt-à-porter Femme,R,CB104,1,,,C
651928.350891113,6862496.2166748,391,464,2,1,2,751010202,22,,RUE,PONT NEUF,Vente de meubles et multispécialistes,R,CD101,1,,,C
651926.472900391,6862492.68487549,392,465,2,1,2,751010202,22,,RUE,PONT NEUF,Vente d'articles érotiques et sex-shop,R,CE502,1,,,C
651939.010681152,6862516.44769287,393,466,2,1,2,751010202,24,,RUE,PONT NEUF,Prêt-à-porter Mixte,R,CB107,1,,,C
651923.184509277,6862391.77532959,395,468,2,1,2,751010202,128,,RUE,RIVOLI,Prêt-à-porter Mixte,A,CB107,2,,,C
651892.99432373,6862406.95910645,396,470,2,1,2,751010202,130,,RUE,RIVOLI,Prêt-à-porter Femme,R,CB104,1,,,C
651872.340087891,6862437.03631592,397,495,2,1,2,751010202,17,,RUE,PONT NEUF,Chaussures Mixte,R,CB204,2,,,C
651848.492675781,6862429.4519043,404,505,2,1,2,751010202,134,,RUE,RIVOLI,Montres,R,CB303,1,,,C
651852.05670166,6862427.63592529,405,506,2,1,2,751010202,134,,RUE,RIVOLI,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
651840.954711914,6862433.27130127,406,507,2,1,2,751010202,136,,RUE,RIVOLI,Prêt-à-porter Mixte,A,CB107,1,,,C
651847.88092041,6862466.92852783,409,510,2,1,2,751010202,8,,RUE,ROULE,Tissus - Textile - Mercerie,R,CD203,1,,,C
651864.231506348,6862513.36450195,414,516,2,1,2,751010202,18,,RUE,ROULE,Antiquités,R,CD401,1,,,C
651862.929077148,6862509.58251953,415,517,2,1,2,751010202,18,,RUE,ROULE,Galerie d'art,R,CE302,1,,,C
651905.706298828,6862537.44049072,419,522,2,1,2,751010202,67,,RUE,SAINT HONORE,Vente de journaux,R,CE103,1,,,C
651887.767883301,6862541.0612793,422,525,2,1,2,751010202,73,,RUE,SAINT HONORE,Antiquités,R,CD401,1,,,C
651768.160522461,6862522.68408203,426,530,2,1,2,751010202,52,,RUE,ARBRE SEC,Vente de livres anciens - Autographes,CI,CE304,1,,,C
651815.534912109,6862445.87390137,433,537,2,1,2,751010202,138,,RUE,RIVOLI,Prêt-à-porter Femme,A,CB104,2,,,C
651801.268310547,6862453.04870605,434,538,2,1,2,751010202,140,,RUE,RIVOLI,Chaussures Mixte,R,CB204,1,,,C
651792.426696777,6862457.47888184,437,542,2,1,2,751010202,142,,RUE,RIVOLI,Chaussures Mixte,R,CB204,1,,,C
651773.851318359,6862466.84411621,438,544,2,1,2,751010202,144,,RUE,RIVOLI,Prêt-à-porter Mixte,R,CB107,3,,,C
651834.788330078,6862465.3416748,440,548,2,1,2,751010202,5,,RUE,ROULE,Pharmacie,R,CC101,1,,,C
651861.438476562,6862540.39672852,448,557,2,1,2,751010202,23,,RUE,ROULE,Vente de cigarettes électroniques,R,CE508,1,,,C
651857.598876953,6862546.15087891,450,559,2,1,2,751010202,81,,RUE,SAINT HONORE,Prêt-à-porter Mixte,R,CB107,1,,,C
651850.251281738,6862548.46069336,451,560,2,1,2,751010202,83,,RUE,SAINT HONORE,Prêt-à-porter Mixte,R,CB107,1,,,C
651824.035705566,6862556.44989014,455,564,2,1,2,751010202,91,,RUE,SAINT HONORE,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,101,0,C
651824.035705566,6862556.44989014,456,566,2,1,2,751010202,91,,RUE,SAINT HONORE,Galerie d'art,CC,CE302,1,101,0,C
651824.035705566,6862556.44989014,458,568,2,1,2,751010202,91,,RUE,SAINT HONORE,Galerie d'art,CC,CE302,1,101,0,C
651824.035705566,6862556.44989014,459,570,2,1,2,751010202,91,,RUE,SAINT HONORE,Galerie d'art,CC,CE302,1,101,0,C
651824.035705566,6862556.44989014,460,571,2,1,2,751010202,91,,RUE,SAINT HONORE,Galerie d'art,CC,CE302,1,101,0,C
651824.035705566,6862556.44989014,461,572,2,1,2,751010202,91,,RUE,SAINT HONORE,Galerie d'art,CC,CE302,1,101,0,C
651824.035705566,6862556.44989014,463,574,2,1,2,751010202,91,,RUE,SAINT HONORE,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,101,0,C
651824.035705566,6862556.44989014,464,575,2,1,2,751010202,91,,RUE,SAINT HONORE,Bijouterie fantaisie - Accessoire de mode,CC,CB304,1,101,0,C
651785.030090332,6862567.3059082,471,582,2,1,2,751010202,105,,RUE,SAINT HONORE,Prêt-à-porter Mixte,R,CB107,1,,,C
651871.103515625,6862565.28509521,479,590,2,1,2,751010203,1,,RUE,PROUVAIRES,Téléphonie discount et accesoires (pas d'enseigne particulière),R,CE403,1,,,C
651844.164489746,6862563.72167969,486,597,2,1,2,751010203,62,,RUE,SAINT HONORE,Sport - Habillement et chaussures,R,CB111,1,,,C
651839.665527344,6862565.00952148,487,598,2,1,2,751010203,64,,RUE,SAINT HONORE,Sport - Habillement et chaussures,R,CB111,1,,,C
651829.849121094,6862567.82287598,488,600,2,1,2,751010203,68,,RUE,SAINT HONORE,Sport - Habillement et chaussures,R,CB111,1,,,C
651814.238525391,6862572.50311279,491,603,2,1,2,751010203,74,,RUE,SAINT HONORE,Prêt-à-porter Mixte,A,CB107,1,,,C
651803.269104004,6862638.02471924,493,608,2,1,2,751010203,41,,RUE,BERGER,Vente de meubles de cuisines et salle de bain,A,CD102,2,,,C
651642.434082031,6862829.21307373,498,820,2,1,2,751010203,13,,RUE,BOULOI,Vente de vaisselle - Ustensiles ménagers - Art de la table,R,CD205,1,,,C
651647.471130371,6862832.94549561,499,822,2,1,2,751010203,15,,RUE,BOULOI,Galerie d'art,R,CE302,1,,,C
651592.829284668,6862815.76147461,505,829,2,1,2,751010203,12,,RUE,COLONEL DRIANT,Prêt-à-porter Mixte,A,CB107,1,,,C
651761.966674805,6862586.5335083,512,613,2,1,2,751010203,92,,RUE,SAINT HONORE,Opticien,R,CC301,1,,,C
651756.143493652,6862596.00927734,514,615,2,1,2,751010203,2,,RUE,SAUVAL,Joaillerie,A,CB301,1,,,C
651754.973876953,6862592.18408203,515,616,2,1,2,751010203,2,,RUE,SAUVAL,Bijouterie fantaisie - Accessoire de mode,R,CB304,1,,,C
651815.362487793,6862599.15350342,522,624,2,1,2,751010203,7,,RUE,VAUVILLIERS,Prêt-à-porter Mixte,R,CB107,1,,,C
651699.506103516,6862664.9666748,528,632,2,1,2,751010203,38,,RUE,LOUVRE,Pharmacie,R,CC101,1,,,C
651709.114074707,6862603.12268066,536,640,2,1,2,751010203,110,,RUE,SAINT HONORE,Fleuriste,R,CF201,1,,,C
651753.077514648,6862618.01348877,538,642,2,1,2,751010203,3,,RUE,SAUVAL,Prêt-à-porter Mixte,R,CB107,1,,,C
651754.306091309,6862546.47369385,543,647,2,1,2,751010202,43,,RUE,ARBRE SEC,Puériculture,R,CB110,1,,,C
651754.441711426,6862550.19610596,544,648,2,1,2,751010202,45,,RUE,ARBRE SEC,Prêt-à-porter Femme,R,CB104,1,,,C
651695.48651123,6862535.57189941,551,659,2,1,2,751010202,10,,RUE,BAILLEUL,Station service,R,CG205,1,,,C
651662.784484863,6862560.41333008,553,662,2,1,2,751010202,16,,RUE,LOUVRE,Parfumerie - Produits de beauté,R,CC202,1,,,C
651736.226501465,6862579.33892822,557,667,2,1,2,751010202,115,,RUE,SAINT HONORE,Pharmacie,R,CC101,1,,,C
651721.606506348,6862584.08691406,559,669,2,1,2,751010202,119,,RUE,SAINT HONORE,Prêt-à-porter Femme,R,CB104,1,,,C
